,Track Name,Artist,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,mode,speechiness,tempo,time_signature,valence,is_key_0,is_key_1,is_key_2,is_key_3,is_key_4,is_key_5,is_key_6,is_key_7,is_key_8,is_key_9,is_key_10,is_key_11
788,Can I Be Him,James Arthur,0.308,0.696,246880,0.5429999999999999,0.0,0.0939,-6.164,1,0.0489,107.969,4,0.479,0,0,0,0,0,0,0,0,0,0,0,1
789,"Sugar, We're Goin Down",Fall Out Boy,0.00898,0.499,229093,0.8240000000000001,0.0,0.163,-4.7410000000000005,1,0.0794,161.977,4,0.6990000000000001,0,0,0,0,0,0,0,1,0,0,0,0
790,2U (feat. Justin Bieber),David Guetta,0.21899999999999997,0.5479999999999999,194897,0.65,0.0,0.225,-5.827000000000001,0,0.0591,144.937,4,0.557,0,0,0,0,0,0,0,0,1,0,0,0
791,Doves In The Wind,SZA,0.34299999999999997,0.6920000000000001,266080,0.713,0.0,0.102,-4.489,0,0.35100000000000003,137.36,4,0.615,0,0,0,0,0,0,0,0,0,0,1,0
792,Blank Space,Taylor Swift,0.0824,0.752,231827,0.708,0.0,0.08800000000000001,-5.462000000000001,1,0.0525,96.03299999999999,4,0.546,0,0,0,0,0,1,0,0,0,0,0,0
793,Shake It Off,Taylor Swift,0.059000000000000004,0.649,219200,0.795,0.0,0.132,-5.337000000000001,1,0.163,160.061,4,0.915,0,0,0,0,0,0,0,1,0,0,0,0
794,Pendulum,Katy Perry,0.0033799999999999998,0.617,240125,0.792,0.000446,0.0304,-5.622000000000001,1,0.0504,93.992,4,0.5770000000000001,1,0,0,0,0,0,0,0,0,0,0,0
795,That Far,6LACK,0.226,0.9109999999999999,185866,0.603,1.42e-05,0.0924,-4.787,0,0.23399999999999999,111.835,5,0.249,0,0,0,0,0,0,0,0,0,0,1,0
796,Wildest Dreams,Taylor Swift,0.0704,0.5589999999999999,220440,0.6890000000000001,0.0030399999999999997,0.102,-7.343999999999999,1,0.0811,140.035,4,0.46799999999999997,0,0,0,0,0,0,0,0,1,0,0,0
797,...Baby One More Time - Recorded at Spotify Studios NYC,Ed Sheeran,0.18899999999999997,0.792,177215,0.307,0.0,0.0834,-6.224,0,0.0522,104.51100000000001,4,0.631,0,0,0,0,0,0,0,0,0,0,0,1
798,Style,Taylor Swift,0.00264,0.5920000000000001,231000,0.8009999999999999,0.00126,0.11699999999999999,-5.522,1,0.0372,95.03200000000001,4,0.502,0,0,0,0,0,0,0,1,0,0,0,0
799,Bad Blood,Taylor Swift,0.0978,0.65,211933,0.7959999999999999,1.0800000000000002e-05,0.172,-6.077999999999999,1,0.177,170.141,4,0.295,0,0,0,0,0,0,0,1,0,0,0,0
800,Lift Me Up - Michael Brun Remix,OneRepublic,0.35100000000000003,0.7559999999999999,209242,0.732,0.0,0.223,-6.042000000000001,1,0.0745,118.015,4,0.7979999999999999,0,0,0,0,0,0,1,0,0,0,0,0
801,Sober,Lorde,0.2,0.795,197236,0.488,0.00364,0.133,-10.349,1,0.192,107.734,4,0.528,0,0,0,0,0,0,1,0,0,0,0,0
802,Broken Clocks,SZA,0.13,0.684,231253,0.6829999999999999,0.0,0.156,-7.3660000000000005,1,0.177,112.85600000000001,4,0.406,0,0,0,0,0,0,1,0,0,0,0,0
803,Supermodel,SZA,0.6509999999999999,0.612,181120,0.442,0.0,0.26,-8.874,1,0.289,119.235,5,0.253,0,0,0,0,0,0,1,0,0,0,0,0
804,Drew Barrymore,SZA,0.493,0.578,231400,0.523,0.0,0.147,-5.537999999999999,0,0.0429,134.931,4,0.29,1,0,0,0,0,0,0,0,0,0,0,0
805,Out Of The Woods,Taylor Swift,0.000975,0.5529999999999999,235800,0.835,8.57e-06,0.337,-6.917999999999999,1,0.04,92.0,4,0.33899999999999997,0,0,0,0,0,0,0,1,0,0,0,0
806,Love Story,Taylor Swift,0.151,0.615,235267,0.721,0.0,0.0925,-3.9130000000000003,1,0.0302,119.007,4,0.324,0,0,1,0,0,0,0,0,0,0,0,0
807,You Belong With Me,Taylor Swift,0.263,0.691,231133,0.768,1.59e-05,0.10300000000000001,-4.386,1,0.0387,129.996,4,0.45399999999999996,0,0,0,0,0,0,1,0,0,0,0,0
808,Welcome To New York,Taylor Swift,0.0326,0.79,212600,0.635,2.46e-06,0.308,-4.709,1,0.0313,117.012,4,0.65,0,0,0,0,0,0,0,1,0,0,0,0
809,I Knew You Were Trouble.,Taylor Swift,0.00563,0.596,217973,0.473,1.29e-06,0.043,-6.745,1,0.039,154.22799999999998,4,0.648,0,0,0,0,0,0,1,0,0,0,0,0
810,The Weekend,SZA,0.24100000000000002,0.48700000000000004,272187,0.366,0.0,0.126,-9.405,0,0.0531,68.191,5,0.161,0,0,0,0,0,0,0,0,1,0,0,0
811,Ex Calling,6LACK,0.00746,0.782,211960,0.5589999999999999,1.74e-05,0.23199999999999998,-7.545,1,0.258,156.018,4,0.076,0,1,0,0,0,0,0,0,0,0,0,0
812,High Without Your Love,Loote,0.10099999999999999,0.867,191240,0.48700000000000004,0.0,0.14800000000000002,-5.872000000000001,1,0.0777,101.959,4,0.789,0,0,0,0,0,1,0,0,0,0,0,0
813,Feels,Calvin Harris,0.0642,0.893,223413,0.745,0.0,0.0943,-3.105,0,0.0571,101.01799999999999,4,0.872,0,0,0,0,0,0,0,0,0,0,0,1
814,Wild Thoughts,DJ Khaled,0.0329,0.6709999999999999,204173,0.672,0.0,0.11800000000000001,-3.094,0,0.0688,97.98,4,0.632,1,0,0,0,0,0,0,0,0,0,0,0
815,Supercut,Lorde,0.225,0.5870000000000001,277506,0.442,2.72e-05,0.0801,-10.395,1,0.0506,124.881,4,0.158,1,0,0,0,0,0,0,0,0,0,0,0
816,Homemade Dynamite,Lorde,0.252,0.762,189796,0.43700000000000006,2.86e-06,0.0901,-5.581,1,0.0568,106.965,4,0.217,0,0,0,0,0,0,0,0,0,0,1,0
817,The Louvre,Lorde,0.261,0.654,271088,0.389,0.0116,0.0891,-10.052999999999999,1,0.0481,123.15100000000001,4,0.132,1,0,0,0,0,0,0,0,0,0,0,0
818,Hard Feelings/Loveless,Lorde,0.03,0.47,367391,0.45,0.00928,0.0781,-10.963,0,0.201,149.999,4,0.175,0,1,0,0,0,0,0,0,0,0,0,0
819,OG Kush Diet,2 Chainz,0.166,0.917,250947,0.63,1.3e-06,0.26,-5.13,1,0.35100000000000003,139.893,4,0.36700000000000005,1,0,0,0,0,0,0,0,0,0,0,0
820,Relationship (feat. Future),Young Thug,0.00252,0.8420000000000001,215307,0.597,0.0,0.124,-6.336,1,0.0627,145.99200000000002,4,0.298,0,0,1,0,0,0,0,0,0,0,0,0
821,Sober II (Melodrama),Lorde,0.168,0.528,178639,0.327,9.98e-06,0.0679,-11.852,1,0.0394,112.932,4,0.141,0,0,0,0,0,0,0,0,0,0,0,1
822,Writer In The Dark,Lorde,0.718,0.316,216611,0.28800000000000003,0.0,0.293,-8.022,1,0.0424,73.744,4,0.27,0,0,0,0,0,0,0,1,0,0,0,0
823,The Man,The Killers,0.0776,0.612,248400,0.9420000000000001,5.97e-06,0.0867,-2.5580000000000003,0,0.122,106.039,4,0.474,0,0,0,0,0,0,1,0,0,0,0,0
824,Walking The Wire,Imagine Dragons,0.0168,0.539,232907,0.768,1.43e-06,0.0939,-5.343999999999999,1,0.0336,99.961,4,0.12,0,0,0,0,1,0,0,0,0,0,0,0
825,Liability (Reprise),Lorde,0.8740000000000001,0.5589999999999999,136020,0.266,0.0,0.107,-12.085999999999999,0,0.0659,77.87,4,0.27899999999999997,0,0,0,0,0,0,0,0,0,1,0,0
826,All I Can Think About Is You,Coldplay,0.155,0.348,274587,0.7120000000000001,0.7020000000000001,0.0683,-6.412000000000001,1,0.0335,73.102,4,0.424,0,0,0,0,0,1,0,0,0,0,0,0
827,Saturday Night,2 Chainz,0.44299999999999995,0.655,271187,0.8009999999999999,5.02e-06,0.10099999999999999,-4.461,0,0.0864,115.88799999999999,4,0.442,1,0,0,0,0,0,0,0,0,0,0,0
828,Trap Check,2 Chainz,0.136,0.794,186253,0.688,0.0,0.34,-5.0680000000000005,1,0.18899999999999997,145.981,4,0.326,0,1,0,0,0,0,0,0,0,0,0,0
829,Family Don't Matter (feat. Millie Go Lightly),Young Thug,0.172,0.63,295267,0.436,0.0,0.429,-10.218,1,0.433,145.066,4,0.691,0,0,0,0,0,0,0,1,0,0,0,0
830,Ambitionz Az A Ridah,2Pac,0.0023899999999999998,0.8009999999999999,278387,0.91,0.000909,0.0737,-6.566,1,0.225,87.27600000000001,4,0.804,0,0,1,0,0,0,0,0,0,0,0,0
831,Realize,2 Chainz,0.392,0.785,231987,0.5479999999999999,0.0,0.0927,-6.763999999999999,0,0.147,119.973,4,0.11,0,0,0,0,1,0,0,0,0,0,0,0
832,Big Amount,2 Chainz,0.013000000000000001,0.63,188069,0.826,0.0,0.106,-4.238,0,0.272,133.941,4,0.171,0,0,0,1,0,0,0,0,0,0,0,0
833,Riverdale Rd,2 Chainz,0.019,0.655,204093,0.639,0.0,0.7170000000000001,-4.479,0,0.37200000000000005,125.083,4,0.2,0,1,0,0,0,0,0,0,0,0,0,0
834,Feel It Still,Portugal. The Man,0.0417,0.8009999999999999,163253,0.795,0.000113,0.0717,-5.115,0,0.0504,79.028,4,0.754,0,1,0,0,0,0,0,0,0,0,0,0
835,Tomorrow Til Infinity (feat. Gunna),Young Thug,0.0261,0.855,228307,0.516,2.7399999999999995e-05,0.302,-6.972,1,0.0524,135.97,4,0.28300000000000003,1,0,0,0,0,0,0,0,0,0,0,0
836,Congratulations - Remix,Post Malone,0.195,0.522,284133,0.726,0.0,0.493,-4.46,0,0.154,123.01700000000001,4,0.491,0,0,0,0,0,0,0,0,0,0,1,0
837,Poor Fool,2 Chainz,0.0239,0.76,221533,0.607,0.0378,0.191,-4.345,0,0.0498,129.976,4,0.18100000000000002,0,0,0,0,0,0,0,0,0,0,1,0
838,Blue Cheese,2 Chainz,0.0692,0.8029999999999999,308733,0.579,0.0,0.54,-5.395,1,0.222,129.995,4,0.0905,0,0,0,0,0,0,0,1,0,0,0,0
839,California Love - Original Version,2Pac,0.0296,0.769,285027,0.852,1.38e-06,0.44,-2.763,1,0.0438,91.53200000000001,4,0.76,0,0,0,0,0,0,0,1,0,0,0,0
840,Crew,GoldLink,0.133,0.728,176702,0.607,0.0,0.0864,-8.417,0,0.132,129.938,4,0.445,0,1,0,0,0,0,0,0,0,0,0,0
841,Black,Dierks Bentley,0.27,0.6629999999999999,211160,0.6559999999999999,0.000279,0.11699999999999999,-6.547999999999999,1,0.0413,120.037,4,0.56,0,1,0,0,0,0,0,0,0,0,0,0
842,"Shook Ones, Pt. II",Mobb Deep,0.0146,0.763,325507,0.7859999999999999,0.0114,0.0817,-6.472,0,0.22899999999999998,93.85700000000001,4,0.504,0,0,0,0,0,0,0,0,0,0,1,0
843,Tone it Down (feat. Chris Brown),Gucci Mane,0.158,0.764,221052,0.6459999999999999,1.37e-06,0.0889,-5.375,1,0.0711,130.92700000000002,4,0.612,0,0,0,0,0,0,0,0,1,0,0,0
844,I Love You so Much,DJ Khaled,0.0209,0.381,290413,0.894,0.0,0.214,-4.192,0,0.331,103.016,4,0.503,1,0,0,0,0,0,0,0,0,0,0,0
845,Iced Out My Arms,DJ Khaled,0.022000000000000002,0.8540000000000001,275533,0.609,0.0,0.134,-6.3629999999999995,1,0.254,140.04,4,0.32299999999999995,0,0,0,0,0,0,0,0,0,0,0,1
846,On Everything,DJ Khaled,0.0232,0.542,233293,0.755,0.0,0.225,-3.68,1,0.0614,168.22,4,0.267,0,1,0,0,0,0,0,0,0,0,0,0
847,Start Over,Imagine Dragons,0.0052899999999999996,0.698,186080,0.9279999999999999,0.000102,0.14400000000000002,-5.024,0,0.102,98.008,3,0.767,0,1,0,0,0,0,0,0,0,0,0,0
848,Yeah Right,Vince Staples,0.0182,0.738,188947,0.48100000000000004,0.0,0.389,-8.812000000000001,1,0.0869,118.06,4,0.248,0,1,0,0,0,0,0,0,0,0,0,0
849,It's Secured,DJ Khaled,0.0397,0.511,219093,0.852,0.0,0.665,-2.886,0,0.301,162.03799999999998,4,0.601,0,0,0,0,0,1,0,0,0,0,0,0
850,I Can't Even Lie,DJ Khaled,0.0269,0.6709999999999999,241613,0.62,3.21e-06,0.18899999999999997,-6.0920000000000005,1,0.0536,120.079,4,0.226,0,0,1,0,0,0,0,0,0,0,0,0
851,Down for Life,DJ Khaled,0.342,0.611,300280,0.7859999999999999,0.0,0.0877,-2.417,1,0.272,139.911,4,0.66,0,1,0,0,0,0,0,0,0,0,0,0
852,Major Bag Alert,DJ Khaled,0.0165,0.804,297467,0.667,0.0,0.215,-4.738,1,0.0372,138.015,4,0.135,0,0,0,0,0,0,0,0,0,1,0,0
853,Big Fish,Vince Staples,0.47200000000000003,0.894,198133,0.55,1.89e-05,0.311,-5.905,0,0.316,99.99700000000001,4,0.713,0,0,0,1,0,0,0,0,0,0,0,0
854,Rise Up,Imagine Dragons,0.0117,0.33,231720,0.7190000000000001,0.000297,0.0958,-6.557,1,0.0588,93.79799999999999,4,0.0886,0,0,0,1,0,0,0,0,0,0,0,0
855,Nobody,DJ Khaled,0.371,0.507,271227,0.893,0.0,0.914,-3.611,0,0.3,89.39200000000001,4,0.57,0,0,1,0,0,0,0,0,0,0,0,0
856,Pull a Caper,DJ Khaled,0.25,0.615,246520,0.546,0.0,0.0939,-6.153,1,0.146,60.082,4,0.13699999999999998,0,1,0,0,0,0,0,0,0,0,0,0
857,Champion,Fall Out Boy,0.000958,0.318,192560,0.914,8.98e-05,0.368,-4.147,1,0.27899999999999997,187.773,4,0.32299999999999995,1,0,0,0,0,0,0,0,0,0,0,0
858,(Intro) I'm so Grateful,DJ Khaled,0.456,0.355,298653,0.8690000000000001,0.0,0.257,-6.459,0,0.7020000000000001,161.985,4,0.314,0,0,0,0,0,0,1,0,0,0,0,0
859,Good Man,DJ Khaled,0.0168,0.479,218720,0.785,0.000165,0.622,-7.169,0,0.42100000000000004,97.883,4,0.368,1,0,0,0,0,0,0,0,0,0,0,0
860,Yesterday,Imagine Dragons,0.237,0.565,205114,0.642,0.0,0.418,-6.162000000000001,1,0.0473,156.02700000000002,3,0.5660000000000001,0,0,0,0,1,0,0,0,0,0,0,0
861,Mouth Of The River,Imagine Dragons,0.00197,0.49,221560,0.902,0.0531,0.149,-6.968,1,0.0411,96.006,4,0.298,0,0,0,0,0,0,0,0,1,0,0,0
862,Whatever,DJ Khaled,0.0281,0.768,299613,0.7,0.0,0.442,-3.395,0,0.306,130.101,4,0.489,0,0,0,0,0,0,1,0,0,0,0,0
863,That Range Rover Came With Steps,DJ Khaled,0.0882,0.615,256520,0.6829999999999999,0.0,0.059000000000000004,-5.327999999999999,0,0.27899999999999997,83.26700000000001,4,0.268,0,1,0,0,0,0,0,0,0,0,0,0
864,Dancing In The Dark,Imagine Dragons,0.81,0.6920000000000001,233933,0.309,0.0008410000000000001,0.0953,-10.357999999999999,1,0.17300000000000001,133.97799999999998,4,0.616,0,0,0,0,0,0,0,0,0,1,0,0
865,Signs,Drake,0.0864,0.8009999999999999,234373,0.727,0.00406,0.11199999999999999,-4.687,1,0.0606,107.37100000000001,4,0.218,1,0,0,0,0,0,0,0,0,0,0,0
866,No Complaints,Metro Boomin,0.0855,0.914,261733,0.507,0.0254,0.0797,-10.784,1,0.16399999999999998,123.956,4,0.19899999999999998,0,0,1,0,0,0,0,0,0,0,0,0
867,Two High,Moon Taxi,0.0852,0.649,213693,0.762,0.0038299999999999996,0.11800000000000001,-5.153,0,0.0447,107.03399999999999,4,0.48,0,0,0,0,0,0,0,0,0,0,0,1
868,PIE,Future,0.14400000000000002,0.755,211240,0.6,0.0,0.11699999999999999,-6.431,0,0.309,155.982,4,0.652,0,0,0,0,0,1,0,0,0,0,0,0
869,Audi.,Smokepurpp,0.017,0.79,160000,0.479,0.0,0.0969,-5.999,1,0.0635,123.005,4,0.223,0,0,0,0,0,0,0,1,0,0,0,0
870,Santeria,Sublime,0.0208,0.67,182500,0.753,2.71e-06,0.266,-5.058,0,0.0383,90.389,4,0.555,0,1,0,0,0,0,0,0,0,0,0,0
871,Prayers Up,Calvin Harris,0.433,0.821,204280,0.637,0.0,0.209,-4.276,0,0.161,86.01,4,0.778,0,0,0,0,0,0,0,0,0,1,0,0
872,911 / Mr. Lonely,"Tyler, The Creator",0.0456,0.48,255653,0.61,0.0,0.313,-7.042000000000001,1,0.305,90.03399999999999,4,0.297,1,0,0,0,0,0,0,0,0,0,0,0
873,Faking It,Calvin Harris,0.319,0.7759999999999999,240093,0.589,0.0,0.0715,-4.543,0,0.115,120.03399999999999,4,0.6679999999999999,0,0,0,0,0,0,0,0,0,1,0,0
874,Cash Out,Calvin Harris,0.152,0.722,235973,0.79,0.0,0.0349,-4.867,0,0.24100000000000002,94.965,4,0.434,0,0,0,0,1,0,0,0,0,0,0,0
875,Who Dat Boy,"Tyler, The Creator",0.337,0.706,205093,0.485,0.0,0.122,-9.671,1,0.331,115.414,4,0.14400000000000002,0,0,0,0,0,0,0,0,1,0,0,0
876,Mi Gente,J Balvin,0.0148,0.5429999999999999,189440,0.677,6.21e-06,0.13,-4.915,0,0.0993,103.809,4,0.294,0,0,0,0,0,0,0,0,0,0,0,1
877,Extra Luv,Future,0.188,0.831,246173,0.573,0.000883,0.109,-6.4079999999999995,0,0.221,100.015,4,0.22899999999999998,0,0,0,0,1,0,0,0,0,0,0,0
878,Holiday,Calvin Harris,0.47200000000000003,0.836,169693,0.769,0.00157,0.0804,-2.334,0,0.0773,103.991,4,0.585,0,0,0,0,0,0,1,0,0,0,0,0
879,Skrt On Me,Calvin Harris,0.16899999999999998,0.713,228267,0.889,5.7999999999999994e-05,0.16899999999999998,-3.87,1,0.0376,101.977,4,0.96,1,0,0,0,0,0,0,0,0,0,0,0
880,Hard to Love,Calvin Harris,0.11199999999999999,0.753,230587,0.785,0.00019099999999999998,0.0633,-6.53,1,0.174,148.015,4,0.85,0,0,1,0,0,0,0,0,0,0,0,0
881,Liife,Desiigner,0.114,0.667,197680,0.61,0.0,0.324,-6.169,1,0.313,154.97299999999998,4,0.275,1,0,0,0,0,0,0,0,0,0,0,0
882,Super Far,LANY,0.0919,0.7559999999999999,203650,0.465,0.0,0.24100000000000002,-6.807,1,0.094,95.98,4,0.483,0,1,0,0,0,0,0,0,0,0,0,0
883,Feel It,Young Thug,0.0959,0.721,236587,0.513,0.0,0.341,-7.882000000000001,0,0.121,124.02,4,0.31,0,0,0,0,0,0,0,1,0,0,0,0
884,The Fighter,Keith Urban,0.0271,0.6809999999999999,184040,0.851,0.0,0.19699999999999998,-5.1370000000000005,0,0.0522,131.947,4,0.745,0,0,0,0,0,0,0,0,0,0,0,1
885,My Girl,Dylan Scott,0.0353,0.652,197640,0.7190000000000001,0.0,0.10800000000000001,-7.251,1,0.033,94.969,4,0.24,0,1,0,0,0,0,0,0,0,0,0,0
886,Party In The U.S.A.,Miley Cyrus,0.00124,0.45399999999999996,202067,0.708,0.000181,0.0679,-4.526,0,0.0675,192.18,4,0.483,0,0,0,0,0,0,0,0,0,0,1,0
887,Sweet Home Alabama,Lynyrd Skynyrd,0.18100000000000002,0.597,281147,0.605,0.000331,0.11800000000000001,-12.013,1,0.0255,97.78200000000001,4,0.8859999999999999,0,0,0,0,0,0,0,1,0,0,0,0
888,Born In The U.S.A.,Bruce Springsteen,0.00201,0.397,278827,0.861,2.49e-05,0.35,-12.155999999999999,1,0.0569,121.85600000000001,4,0.512,0,0,0,0,1,0,0,0,0,0,0,0
889,"Young, Wild & Free (feat. Bruno Mars) - feat. Bruno Mars",Snoop Dogg,0.0897,0.5529999999999999,207347,0.652,0.0,0.111,-6.685,1,0.20600000000000002,94.505,4,0.551,1,0,0,0,0,0,0,0,0,0,0,0
890,Chicken Fried,Zac Brown Band,0.645,0.5660000000000001,238147,0.713,0.0,0.114,-4.25,1,0.0417,169.864,4,0.807,0,0,0,0,0,0,1,0,0,0,0,0
891,Firework,Katy Perry,0.141,0.638,227893,0.8320000000000001,0.0,0.113,-5.039,1,0.049,124.071,4,0.648,0,0,0,0,0,0,0,0,1,0,0,0
892,Starships,Nicki Minaj,0.17300000000000001,0.75,210627,0.7240000000000001,0.0,0.185,-2.418,0,0.091,125.053,4,0.7020000000000001,0,0,0,0,0,0,0,0,0,0,0,1
893,"Courtesy Of The Red, White And Blue (The Angry American)",Toby Keith,0.503,0.414,195533,0.679,4.99e-06,0.11800000000000001,-5.522,1,0.046,111.93700000000001,4,0.354,0,0,1,0,0,0,0,0,0,0,0,0
894,Hey Ya! - Radio Mix / Club Mix,OutKast,0.10300000000000001,0.728,235213,0.9740000000000001,0.000532,0.175,-2.261,0,0.0665,79.52600000000001,4,0.965,0,0,0,0,1,0,0,0,0,0,0,0
895,Uptown Funk,Mark Ronson,0.00801,0.856,269667,0.609,8.149999999999999e-05,0.0344,-7.223,1,0.0824,114.988,4,0.9279999999999999,1,0,0,0,0,0,0,0,0,0,0,0
896,Can't Feel My Face,The Weeknd,0.124,0.7020000000000001,213520,0.77,0.0,0.10300000000000001,-5.416,0,0.0482,107.95100000000001,4,0.593,0,0,0,0,0,0,0,0,0,1,0,0
897,Fortunate Son,Creedence Clearwater Revival,0.19399999999999998,0.644,140773,0.672,0.00259,0.154,-7.53,1,0.0411,132.755,4,0.624,1,0,0,0,0,0,0,0,0,0,0,0
898,Thrift Shop (feat. Wanz),Macklemore & Ryan Lewis,0.0619,0.7809999999999999,235613,0.526,0.0,0.0457,-6.985,0,0.293,94.992,4,0.662,0,0,0,0,0,0,1,0,0,0,0,0
899,Trumpets,Jason Derulo,0.563,0.627,217307,0.703,0.0,0.0962,-4.8839999999999995,1,0.23600000000000002,81.89699999999999,4,0.64,1,0,0,0,0,0,0,0,0,0,0,0
900,House Party,Sam Hunt,0.133,0.752,190240,0.853,0.0,0.0238,-5.222,1,0.0491,104.00299999999999,4,0.8590000000000001,0,0,0,0,0,0,0,0,1,0,0,0
901,Begin (feat. Wales),Shallou,0.815,0.601,242860,0.499,0.7120000000000001,0.109,-11.130999999999998,1,0.0343,96.98100000000001,4,0.531,0,0,0,0,0,0,1,0,0,0,0,0
902,Praying,Kesha,0.48,0.565,230269,0.381,0.0,0.109,-7.204,1,0.0302,73.483,4,0.325,0,0,0,0,0,0,0,0,0,0,1,0
903,Bank Account,21 Savage,0.0151,0.884,220307,0.34600000000000003,7.04e-06,0.0871,-8.228,0,0.35100000000000003,75.016,4,0.376,0,0,0,0,0,0,0,0,1,0,0,0
904,Famous,21 Savage,0.723,0.779,234280,0.597,4.47e-05,0.0508,-9.652000000000001,0,0.434,173.986,4,0.6459999999999999,0,0,0,0,0,0,0,0,0,1,0,0
905,Numb,21 Savage,0.0438,0.8390000000000001,271307,0.43700000000000006,2.75e-06,0.131,-11.344000000000001,0,0.285,82.008,4,0.46399999999999997,0,0,0,0,0,1,0,0,0,0,0,0
906,Close My Eyes,21 Savage,0.16399999999999998,0.9209999999999999,292267,0.47200000000000003,0.43200000000000005,0.156,-7.88,0,0.43,139.996,4,0.198,0,0,0,0,0,0,0,0,0,0,1,0
907,Bad Business,21 Savage,0.000985,0.856,162253,0.54,1.55e-05,0.0854,-9.729,0,0.373,158.05,4,0.387,0,0,0,0,0,0,1,0,0,0,0,0
908,Bring Dem Things,French Montana,0.0002,0.39399999999999996,196120,0.6579999999999999,0.0227,0.0817,-6.787999999999999,1,0.23,89.465,4,0.35100000000000003,0,0,0,0,0,0,0,0,0,0,0,1
909,Baby Girl,21 Savage,0.007809999999999999,0.852,169093,0.45899999999999996,0.11900000000000001,0.133,-9.658,1,0.391,163.02100000000002,4,0.157,0,0,0,0,0,0,0,0,0,1,0,0
910,Thug Life,21 Savage,0.159,0.8,263427,0.467,0.0,0.653,-9.974,1,0.45,132.054,4,0.307,1,0,0,0,0,0,0,0,0,0,0,0
911,FaceTime,21 Savage,0.21899999999999997,0.701,239160,0.624,0.0,0.107,-11.115,1,0.306,93.024,4,0.38299999999999995,0,0,0,0,0,0,0,0,0,0,1,0
912,Nothin New,21 Savage,0.145,0.743,219360,0.467,1.15e-06,0.0891,-10.354000000000001,0,0.401,150.004,4,0.19,1,0,0,0,0,0,0,0,0,0,0,0
913,Dead People,21 Savage,0.297,0.835,147427,0.521,0.000458,0.115,-11.665999999999999,0,0.34299999999999997,158.923,4,0.21100000000000002,0,0,0,0,0,1,0,0,0,0,0,0
914,7 Min Freestyle,21 Savage,0.0723,0.8440000000000001,431587,0.45399999999999996,0.787,0.126,-9.027999999999999,1,0.259,155.029,4,0.27399999999999997,0,1,0,0,0,0,0,0,0,0,0,0
915,Money Convo,21 Savage,0.0392,0.821,213427,0.276,0.0233,0.11,-10.556,1,0.12300000000000001,144.89600000000002,4,0.0569,0,1,0,0,0,0,0,0,0,0,0,0
916,Kept Me Crying,HAIM,0.0649,0.659,235813,0.588,7.08e-06,0.102,-7.772,1,0.0431,135.065,3,0.7090000000000001,0,0,0,0,0,0,0,1,0,0,0,0
917,Whole Lot,21 Savage,0.188,0.9159999999999999,313987,0.537,0.00286,0.115,-9.79,0,0.245,123.02,4,0.223,0,0,0,0,0,0,1,0,0,0,0,0
918,All My Love (feat. Conor Maynard),Cash Cash,0.14800000000000002,0.59,191331,0.871,0.0,0.0739,-3.353,0,0.0891,134.95600000000002,4,0.304,0,0,0,0,0,0,0,0,0,0,0,1
919,Plot Twist,Marc E. Bassy,0.132,0.735,227173,0.652,0.0,0.0739,-5.976,1,0.284,129.39,5,0.6809999999999999,0,0,0,0,0,0,0,0,1,0,0,0
920,Special,21 Savage,0.147,0.8909999999999999,217867,0.321,1.89e-05,0.11699999999999999,-12.812999999999999,1,0.426,136.005,4,0.331,0,1,0,0,0,0,0,0,0,0,0,0
921,Sweat,The All-American Rejects,0.00139,0.396,183956,0.503,0.00028,0.0725,-4.118,1,0.127,90.339,4,0.6829999999999999,0,0,0,0,0,1,0,0,0,0,0,0
922,A L I E N S,Coldplay,0.00156,0.425,282427,0.878,0.000898,0.20600000000000002,-4.979,0,0.038,148.002,5,0.252,0,0,0,0,0,0,0,0,0,1,0,0
923,RAF,A$AP Mob,0.523,0.848,255413,0.6629999999999999,0.0,0.10800000000000001,-5.606,0,0.245,133.993,4,0.33299999999999996,0,0,0,0,0,0,0,0,1,0,0,0
924,Ahora Dice,Chris Jeday,0.24600000000000002,0.708,271080,0.693,0.0,0.129,-5.516,1,0.138,143.965,4,0.42700000000000005,0,0,0,0,0,0,1,0,0,0,0,0
925,V. 3005,Childish Gambino,0.13,0.47200000000000003,234215,0.457,0.0,0.0975,-7.23,0,0.336,165.96900000000002,4,0.643,0,0,0,0,0,0,1,0,0,0,0,0
926,Me Rehúso,Danny Ocean,0.0231,0.7440000000000001,205715,0.804,0.0,0.0494,-6.327000000000001,1,0.0677,104.823,4,0.426,0,1,0,0,0,0,0,0,0,0,0,0
927,No Such Thing as a Broken Heart,Old Dominion,0.27899999999999997,0.655,178840,0.785,0.0,0.11599999999999999,-4.022,1,0.0697,171.96900000000002,4,0.9329999999999999,0,0,0,0,0,0,0,0,1,0,0,0
928,Sorry Not Sorry,Demi Lovato,0.0252,0.701,203760,0.638,0.0,0.256,-6.888999999999999,0,0.23800000000000002,144.084,4,0.868,0,0,0,0,0,0,0,0,0,0,0,1
929,New Rules,Dua Lipa,0.00256,0.7709999999999999,208827,0.696,9.71e-06,0.179,-6.257999999999999,0,0.0755,116.054,4,0.6559999999999999,0,0,0,0,0,0,0,0,0,1,0,0
930,Boredom,"Tyler, The Creator",0.79,0.5589999999999999,320720,0.578,0.000522,0.324,-9.54,1,0.151,79.938,4,0.239,0,0,0,0,0,0,0,0,1,0,0,0
